Title,Category
A Little Magic,"Fiction , Romance , Fantasy"
The Marriage of Sticks,"Fiction , Fantasy , Contemporary"
Destiny: Child of the Sky,"Fiction , Fantasy , Epic"
Tell Me Your Dreams,"Fiction , Fantasy , General"
Beach Safari,"Comics & Graphic Novels , Fantasy"
Legend of Luke (Redwall),"Young Adult Fiction , Fantasy , General"
The Golden Horn (The Hound and the Falcon Trilogy),"Fiction , Fantasy , General"
"Undersea (The Finnbranch, Vol. 2)","Fiction , Fantasy , General"
Scent of Magic,"Fiction , Fantasy , General"
"The Dark Abyss ( The Dungeon, Volume 2)","Fiction , Fantasy , General"
Sang Spell,"Young Adult Fiction , Fantasy , General"
"Kender, Gully Dwarves and Gnomes (volume 2) DragonLance Tales","Fiction , Fantasy , General"
Wind in the Stone,"Fiction , Fantasy , General"
The Unbeheaded King,"Fiction , Fantasy , General"
From a Buick 8,"Fiction , Fantasy , General"
Shadowmancer,"Young Adult Fiction , Fantasy , General"
Hidden Talents,"Young Adult Fiction , Fantasy , General"
The Raven Warrior (Tales of Guinevere),"Fiction , Fantasy , Historical"
Light Years: An Investigation into the Extraterrestrial Experiences of Eduard Meier,"Fiction , Fantasy , General"
The Harrowing of Gwynedd (Volume 1 of The Heirs of Saint Camber),"Fiction , Fantasy , General"
The Grand Design - Book Two of Tyrants and Kings,"Fiction , Fantasy , Epic"
The Sands of Time (A Hermux Tantamoq Adventure),"Young Adult Fiction , Fantasy , General"
"Fantastic Worlds: Myths, Tales, and Stories","Fiction , Fantasy , General"
Grails: Quests of the Dawn,"Fiction , Fantasy , General"
The Arkadians,"Young Adult Fiction , Fantasy , General"
Black Trillium,"Fiction , Fantasy , General"
The Firebrand,"Fiction , Fantasy , General"
The Prodigal Project Book II: Exodus,"Fiction , Fantasy , Contemporary"
"Kirlian Quest (Cluster, Book 3)","Fiction , Fantasy , General"
"The Candidate for Goddess, Vol. 2","Young Adult Fiction , Fantasy , General"
Magic: The Final Fantasy Collection,"Fiction , Fantasy , General"
Shopgirl: A Novella,"Fiction , Fantasy , Collections & Anthologies"
Gravelight,"Fiction , Fantasy , General"
The Secret of Spring,"Fiction , Fantasy , General"
Fractal Mode (The Mode Series),"Fiction , Fantasy , Epic"
Hero and the Crown,"Fiction , Fantasy , General"
"Memnoch the Devil (Vampire Chronicles, Book 5)","Fiction , Fantasy , General"
The Magic Circle,"Young Adult Fiction , Fantasy , General"
The Prophecy of the Stones,"Young Adult Fiction , Fantasy , General"
Priestess of Avalon,"Fiction , Fantasy , General"
Merlin's Bones,"Fiction , Fantasy , General"
Into the Cold Fire (Daughters of the Moon #2),"Young Adult Fiction , Fantasy , General"
Time Stops for No Mouse (A Hermux Tantamoq Adventure),"Young Adult Fiction , Fantasy , General"
Warriors of Alavna,"Young Adult Fiction , Fantasy , General"
Lord of the Isles (Lord of Isles),"Fiction , Fantasy , General"
"You're So Fine, I'd Drink a Tub of Your Bathwater: Over 500 No-Fail Pickup Lines That Work on the Bus,in the Bar, in the Neighborhood Store","Fiction , Fantasy , General"
The Extraordinary Adventures of Alfred Kropp,"Young Adult Fiction , Fantasy , General"
"Shaman's Crossing (The Soldier Son Trilogy, Book 1)","Fiction , Fantasy , General"
Sokora Refugees manga volume 1 (1),"Young Adult Fiction , Fantasy , General"
Sea Dragon Heir,"Fiction , Fantasy , General"
Shadows on the Aegean,"Fiction , Fantasy , Epic"
Mindquakes: Stories To Shatter Your Brain (Scary Stories),"Young Adult Fiction , Fantasy , General"
"Mistress of Dragons (The Dragonvarld, Book 1)","Fiction , Fantasy , Epic"
Jonathan Strange and Mr Norrell,"Fiction , Fantasy , General"
Crystal Gorge: Book Three of the Dreamers (The Dreamers Book 3),"Fiction , Fantasy , Epic"
Baudolino,"Fiction , Fantasy , Historical"
The Oracle Betrayed: Book One of The Oracle Prophecies,"Young Adult Fiction , Fantasy , General"
Lady of Avalon,"Fiction , Fantasy , Historical"
The Dragon Chronicles,"Fiction , Fantasy , General"
The Last Fairy,"Fiction , Fantasy , General"
"The Veil of a Thousand Tears (The Pearl Saga, Book 2)","Fiction , Fantasy , Epic"
The Redemption of Althalus,"Fiction , Fantasy , Epic"
The Well of Lost Plots: A Thursday Next Novel,"Fiction , Fantasy , General"
The Stone and the Maiden (House of Pandragore),"Fiction , Fantasy , Historical"
"Flight of the Nighthawks (The Darkwar Saga, Book 1)","Fiction , Fantasy , General"
"Silver Fang, The","Fiction , Romance , Fantasy"
The Last Siege,"Young Adult Fiction , Fantasy , General"
"Child of Flame (Crown of Stars, Vol. 4)","Fiction , Fantasy , General"
"Jarka Ruus (High Druid of Shannara, Book 1) (High Druid of Shannara, 1)","Fiction , Fantasy , Epic"
The Sword of Bedwyr (The Crimson Shadow),"Fiction , Fantasy , General"
"Beguilement (The Sharing Knife, Book 1)","Fiction , Fantasy , General"
Fortress of Dragons,"Fiction , Fantasy , General"
"The Amber Spyglass (His Dark Materials, Book 3)","Young Adult Fiction , Fantasy , General"
"Deep, Dark & Dangerous","Fiction , Romance , Fantasy"
Image (ANGEL),"Young Adult Fiction , Fantasy , General"
"The Devil's Right Hand (Dante Valentine, Book 3)","Fiction , Fantasy , Contemporary"
Shadowmancer,"Young Adult Fiction , Fantasy , General"
The Never War (3) (Pendragon),"Young Adult Fiction , Fantasy , General"
The Mirror of Her Dreams: (#1) (Mordant's Need),"Fiction , Fantasy , Epic"
The Book of Taltos (Jhereg),"Fiction , Fantasy , Epic"
Hercules: The Wrath of Poseidon,"Fiction , Fantasy , General"
Geis of the Gargoyle (Xanth),"Fiction , Fantasy , General"
The Seeress of Kell: Book 5 of the Malloreon,"Fiction , Fantasy , General"
The Forest House (The Mists of Avalon: Prequel),"Fiction , Fantasy , General"
The Godmother's Apprentice,"Fiction , Fantasy , General"
The Face of Apollo: The First Book of the Gods,"Fiction , Fantasy , General"
White Is for Magic (Stolarz Series),"Young Adult Fiction , Fantasy , General"
"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)","Fiction , Fantasy , Epic"
Tathea,"Fiction , Fantasy , General"
"Morgawr (The Voyage of the Jerle Shannara, Book 3)","Fiction , Fantasy , Epic"
The Revolution From Rosinante,"Fiction , Fantasy , General"
Snow-walker,"Young Adult Fiction , Fantasy , General"
"Dead Until Dark (Sookie Stackhouse/True Blood, Book 1)","Fiction , Fantasy , Contemporary"
Broken,"Fiction , Fantasy , Contemporary"
The Elfstones of Shannara,"Fiction , Fantasy , Epic"
Bride Finder,"Fiction , Romance , Fantasy"
"Antrax (Voyage of the Jerle Shannara, Book 2)","Fiction , Fantasy , Epic"
Stranger at the Wedding,"Fiction , Fantasy , General"
Wicked: The Life and Times of the Wicked Witch of the West,"Fiction , Fantasy , General"
"The Mountain's Call (White Magic, 1)","Fiction , Fantasy , Historical"
Sanctuary: Joust #3 (Dragon Jousters),"Fiction , Fantasy , General"
"Dragon's Blood: The Pit Dragon Chronicles, Volume One","Young Adult Fiction , Fantasy , General"
"When Dragons Rage (The Dragoncrown War Cycle, Book 2)","Fiction , Fantasy , Epic"
"The Crystal City (Tales of Alvin Maker, Book 6)","Fiction , Fantasy , General"
Bones of the Moon,"Fiction , Fantasy , Contemporary"
The Legacy (Forgotten Realms: Legacy of the Drow),"Fiction , Fantasy , General"
"The Briar King (Kingdoms of Thorn and Bone, Book 1)","Fiction , Fantasy , Epic"
Pandora,"Fiction , Fantasy , Historical"
"The One Tree (The Second Chronicles of Thomas Covenant, Book 2)","Fiction , Fantasy , General"
"Wizards: Stories of Mischief, Magic and Mayhem","Fiction , Fantasy , General"
Outcast of Redwall,"Young Adult Fiction , Fantasy , General"
Mixed Signals,"Fiction , Fantasy , Contemporary"
"The Troll's Grindstone (Wizard's War, 1)","Fiction , Fantasy , General"
First Rider's Call (Green Rider),"Fiction , Fantasy , Epic"
Elidor,"Young Adult Fiction , Fantasy , General"
Rats and Gargoyles,"Fiction , Fantasy , General"
Blood: A Southern Fantasy,"Fiction , Fantasy , General"
Power Lines,"Fiction , Fantasy , General"
"Stormrider (Rigante Series, Book 4)","Fiction , Fantasy , Epic"
"The Interrex (Book of the Crow, Vol. 2)","Young Adult Fiction , Fantasy , General"
"The Spine of the World (Forgotten Realms: Paths of Darkness, Book 2)","Young Adult Fiction , Fantasy , General"
Flightless Falcon (Daw Book Collectors),"Fiction , Fantasy , Epic"
The Lost Years of Merlin,"Young Adult Fiction , Fantasy , General"
"Reserved for the Cat (Elemental Masters, Book 5)","Fiction , Fantasy , General"
Servant of the Shard (Paths of Darkness),"Young Adult Fiction , Fantasy , General"
Powers That Be,"Fiction , Fantasy , General"
The Secret Country,"Young Adult Fiction , Fantasy , General"
The Mirror of Merlin (DIGEST) (Lost Years Of Merlin),"Fiction , Fantasy , Epic"
The Truthsayer's Apprentice (Loregiver),"Fiction , Fantasy , General"
"Partners (Laws of the Blood, Book 2)","Fiction , Romance , Fantasy"
The Black Unicorn (Landover),"Fiction , Fantasy , Epic"
Heartfire (The Tales of Alvin Marker V),"Fiction , Fantasy , Epic"
The Goblin Mirror,"Fiction , Fantasy , General"
Seven Spears of the W'Dch'Ck,"Fiction , Fantasy , General"
Forward the Mage (Joe's World),"Fiction , Fantasy , General"
So You Want to Be a Wizard: The First Book in the Young Wizards Series,"Young Adult Fiction , Fantasy , Wizards & Witches"
With A Tangled Skein (Incarnations Of Immortality),"Fiction , Fantasy , General"
Picture Maker: A Novel,"Fiction , Fantasy , Epic"
The Elder Gods: Book One of the Dreamers,"Fiction , Fantasy , Epic"
Dr. Franklin's Island (Readers Circle),"Young Adult Fiction , Fantasy , General"
The Shadow Matrix (Darkover),"Fiction , Fantasy , Epic"
"Naked Empire: Sword of Truth (Sword of Truth, 8)","Fiction , Fantasy , General"
Domes of Fire (Book One of the Tamuli),"Fiction , Fantasy , General"
Eragon (Movie Tie-in Edition) (The Inheritance Cycle),"Young Adult Fiction , Fantasy , General"
"The Sacrifice (The Daughters of the Moon, No. 5)","Young Adult Fiction , Fantasy , General"
The Seven Songs of Merlin (DIGEST) (Lost Years Of Merlin),"Fiction , Fantasy , Epic"
Smoke and Shadows,"Fiction , Fantasy , Contemporary"
"Shame of Man (Geodyssey, Vol. 2)","Fiction , Fantasy , General"
"Cerulean Sins (Anita Blake, Vampire Hunter, Book 11)","Fiction , Fantasy , Contemporary"
"The Gathering Storm (Crown of Stars, Vol. 5)","Fiction , Fantasy , Epic"
Southern Fire,"Fiction , Fantasy , Epic"
"Faith of the Fallen (Sword of Truth, Book 6) (Sword of Truth, 6)","Fiction , Fantasy , Epic"
Brighid's Quest (Partholon),"Fiction , Fantasy , General"
"A River Runs Through It, and Other Stories","Fiction , Fantasy , General"
The Pillars of Creation (Sword of Truth),"Fiction , Fantasy , Epic"
The Seventh Gate (Death Gate Cycle),"Fiction , Fantasy , Epic"
The Treasured One: Book Two of The Dreamers,"Fiction , Fantasy , General"
Caliban's Hour,"Fiction , Fantasy , General"
American Empire: The Victorious Opposition,"Fiction , Fantasy , Historical"
Eclipse (Twilight),"Young Adult Fiction , Fantasy , General"
Falcondance: The Kiesha'ra: Volume Three (The Keisha'ra),"Young Adult Fiction , Fantasy , General"
Snakecharm: The Kiesha'ra: Volume Two,"Young Adult Fiction , Fantasy , General"
The Gilded Chamber: A Novel of Queen Esther,"Fiction , Fantasy , Historical"
Spellbinder: A Love Story With Magical Interruptions,"Fiction , Fantasy , Contemporary"
The Return of The King Visual Companion: The Official Illustrated Movie Companion (The Lord of the Rings),"Fiction , Fantasy , Epic"
St. Patrick's Gargoyle,"Fiction , Fantasy , Contemporary"
Silver May Tarnish (Witch World Chronicles),"Fiction , Fantasy , General"
"Zombie Lover (Xanth, No. 22)","Fiction , Fantasy , General"
The City of Gold and Lead,"Young Adult Fiction , Fantasy , General"
"Cutting Edge (A Handful of Men, Part 1)","Fiction , Fantasy , General"
"The Golden Compass (His Dark Materials, Book 1)","Young Adult Fiction , Fantasy , General"
Bad-Ass Faeries,"Fiction , Fantasy , General"
Prince of the Blood (Riftwar Saga),"Fiction , Fantasy , General"
Robert E. Howard's Weird Works Volume 2: Moon Of Skulls (Weird Works of Robert E. Howard),"Fiction , Fantasy , General"
"Sorceress of Darshiva (The Malloreon, Book 4)","Fiction , Fantasy , General"
Killing With the Edge of the Moon,"Fiction , Fantasy , General"
The Spriggan Mirror,"Fiction , Fantasy , General"
Desecration: Antichrist Takes the Throne (Left Behind No. 9),"Fiction , Fantasy , General"
"Black Thorn, White Rose","Fiction , Fantasy , Collections & Anthologies"
The Silver Wolf,"Fiction , Fantasy , Epic"
"Mistral's Kiss (Meredith Gentry, Book 5)","Fiction , Romance , Fantasy"
"The Rainbow Abyss (Sun-Cross, Book 1)","Fiction , Fantasy , General"
"The Dragon Queen (Tales of Guinevere, Book 1)","Fiction , Fantasy , Historical"
The Theory of Everything,"Fiction , Fantasy , Contemporary"
"A Dog's Life (Sabrina the Teenage Witch, Book 9)","Young Adult Fiction , Fantasy , General"
A Garden in the Rain (Macleod Family),"Fiction , Romance , Fantasy"
The Grey King (The Dark is Rising Sequence),"Young Adult Fiction , Fantasy , General"
Moreta: Dragonlady of Pern,"Fiction , Fantasy , General"
The Land of the Silver Apples (Sea of Trolls),"Young Adult Fiction , Fantasy , General"
In Between Dragons,"Fiction , Fantasy , General"
The Way It Wasn't: Great Science Fiction Stories of Alternate History,"Fiction , Fantasy , Historical"
Seventh Shrine TPB,"Comics & Graphic Novels , Fantasy"
"Snake Agent: The Detective Inspector Chen Novels, Book One","Fiction , Fantasy , Contemporary"
Transformation (Rai Kirah),"Fiction , Fantasy , Epic"
"The Sword, the Ring, and the Chalice: The Ring (Sword, Ring, and Chalice)","Fiction , Fantasy , General"
Ysabel,"Fiction , Fantasy , General"
A Dragon-Lover's Treasury of the Fantastic,"Fiction , Fantasy , Epic"
Stone of Tears,"Fiction , Fantasy , Epic"
The Phantom Tollbooth,"Young Adult Fiction , Fantasy , General"
"Wizard's First Rule (Sword of Truth, Book 1) (Sword of Truth, 1)","Fiction , Fantasy , General"
A Fistful of Charms,"Fiction , Fantasy , General"
Restoration (Rai Kirah),"Fiction , Fantasy , General"
Servant of the Dragon (Lord of the Isles),"Fiction , Fantasy , Epic"
"The Subtle Knife (His Dark Materials, Book 2)","Young Adult Fiction , Fantasy , General"
"High Druid of Shannara, Book 2: Tanequil","Fiction , Fantasy , Epic"
AN Excess of Enchantment,"Fiction , Fantasy , General"
"Prentice Alvin (Tales of Alvin Maker, Book 3) (Alvin Maker, 3)","Fiction , Fantasy , General"
The Search for Delicious,"Young Adult Fiction , Fantasy , General"
The Dark is Rising (The Dark is Rising Sequence),"Young Adult Fiction , Fantasy , General"
The Road West,"Fiction , Fantasy , General"
Castle For Rent,"Fiction , Fantasy , General"
The Land Beyond the Gate,"Fiction , Fantasy , General"
Tithe: A Modern Faerie Tale,"Young Adult Fiction , Fantasy , General"
The End of Days,"Fiction , Fantasy , Historical"
Dancing Bears,"Fiction , Fantasy , General"
Nicholas: The Lords of Satyr,"Fiction , Romance , Fantasy"
"The Seeress of Kell (The Malloreon, Book 5)","Fiction , Fantasy , General"
"By the Sword (Magic of the Plains, Vol. 1)","Fiction , Fantasy , General"
"Every Which Way But Dead (The Hollows, Book 3)","Fiction , Fantasy , General"
Enchantment: A Classic Fantasy with a Modern Twist,"Fiction , Fantasy , Historical"
Belgarath the Sorcerer,"Fiction , Fantasy , General"
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,"Fiction , Fantasy , General"
Endymion Spring,"Young Adult Fiction , Fantasy , General"
Lady of the Trillium,"Fiction , Fantasy , General"
"Foundling (Monster Blood Tattoo, Book 1)","Young Adult Fiction , Fantasy , General"
"Knight of Darkness (Lords of Avalon, Book 2)","Fiction , Romance , Fantasy"
CONFESSIONS OF MAX TIVOLI,"Fiction , Fantasy , General"
Thief of Lives (Noble Dead),"Fiction , Fantasy , General"
Dhampir: Part Vampire. Part Human. Perfect Hunter (Noble Dead),"Fiction , Fantasy , General"
"All the Weyrs of Pern: Dragonriders of Pern, Vol. 11","Fiction , Fantasy , Epic"
Chasing Silver,"Fiction , Fantasy , General"
Domes of Fire (The Tamuli),"Fiction , Fantasy , General"
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)","Fiction , Fantasy , Epic"
A Little Magic,"Fiction , Romance , Fantasy"
The Talismans of Shannara (The Heritage of Shannara #4),"Fiction , Fantasy , Epic"
The Gutbucket Quest,"Fiction , Fantasy , General"
"Mistress of the Catacombs (Lord of the Isles, Book 4)","Fiction , Fantasy , Epic"
Chimaera's Copper (TOR fantasy),"Fiction , Fantasy , General"
Hope's End (Vel Chronicles),"Fiction , Fantasy , General"
The Dragon and the Fair Maid of Kent,"Fiction , Fantasy , General"
"Shadows over Stonewycke (The Stonewycke Legacy, Book 2)","Fiction , Fantasy , General"
The Ring of Five Dragons (The Pearl),"Fiction , Fantasy , Epic"
Requiem,"Fiction , Fantasy , Contemporary"
Winds of Fate,"Fiction , Fantasy , General"
"The Elfstones of Shannara (Shannara, No. 2)","Fiction , Fantasy , Epic"
Bearing an Hourglass (Incarnations of Immortality),"Fiction , Fantasy , General"
"Ware Hawk (Witch World: Estcarp Cycle, No. 7)","Fiction , Fantasy , General"
"Incubus Dreams (Anita Blake, Vampire Hunter, Book 12)","Fiction , Fantasy , Contemporary"
"Bloody Bones (Anita Blake, Vampire Hunter, Book 5)","Fiction , Fantasy , Contemporary"
Bloodring (Thorn St. Croix),"Fiction , Fantasy , General"
Alvin Journeyman: The Tales of Alvin Maker IV,"Fiction , Fantasy , General"
The Children's Hospital,"Fiction , Fantasy , Contemporary"
"Phantom: Chainfire Trilogy, Part 2 (Sword of Truth, Book 10)","Fiction , Fantasy , General"
The Merlin Effect,"Young Adult Fiction , Fantasy , General"
Confessions of an Ugly Stepsister,"Fiction , Fantasy , General"
The Tower of Shadows,"Fiction , Fantasy , Epic"
The Dragon at War,"Fiction , Fantasy , General"
Chernevog,"Fiction , Fantasy , General"
Mirror Mirror: A Novel,"Fiction , Fantasy , General"
Wicked: The Life and Times of the Wicked Witch of the West (Musical Tie-in Edition),"Fiction , Fantasy , General"
"The Amulet of Samarkand (The Bartimaeus Trilogy, Book 1)","Young Adult Fiction , Fantasy , General"
"A Man Rides Through (Mordant's Need, Vol. II)","Fiction , Fantasy , Epic"
"Prophecy: Child of Earth (Rhapsody, Book 2)","Fiction , Fantasy , General"
The Soprano Sorceress: The First Book of the Spellsong Cycle,"Fiction , Fantasy , General"
The Inheritor,"Fiction , Fantasy , General"
Dead Is the New Black,"Young Adult Fiction , Fantasy , General"
Fantastic Five: The Final Doom TPB,"Young Adult Fiction , Fantasy , General"
The Lord of the Rings (Movie Art Cover),"Fiction , Fantasy , Epic"
"The House of the Scorpion (House of the Scorpion, The)","Young Adult Fiction , Fantasy , General"
Sisters of the Raven,"Fiction , Fantasy , General"
Fortress of Owls,"Fiction , Fantasy , General"
Danse Macabre,"Fiction , Fantasy , Contemporary"
Children of Enchantment (Power & the Pattern),"Fiction , Fantasy , General"
Mouvar's Magic (Kelvin of Rud),"Fiction , Fantasy , General"
Tiger Burning Bright,"Fiction , Fantasy , General"
The Harp of the Grey Rose: The Legend of Cerin Songweaver,"Fiction , Fantasy , General"
Aerie,"Fiction , Fantasy , General"
His Dark Materials: The Amber Spyglass (Book 3),"Young Adult Fiction , Fantasy , General"
"Winds of Fury (Mage Winds, Bk. 3)","Fiction , Fantasy , General"
Eldest,"Young Adult Fiction , Fantasy , Epic"
The Enchanted Castle (Wordsworth Children's Classics),"Young Adult Fiction , Fantasy , General"
Midnight Predator (Den of Shadows),"Young Adult Fiction , Fantasy , General"
The Blind Archer,"Fiction , Fantasy , General"
The Outlaws of Sherwood,"Fiction , Fantasy , General"
His Dark Materials: The Golden Compass (Book 1),"Young Adult Fiction , Fantasy , General"
The Sexiest Dead Man Alive,"Fiction , Fantasy , Collections & Anthologies"
Guardian of the Trust: Merlin's Descendants #2,"Fiction , Fantasy , Epic"
"Wizardborn (The Runelords, Book 3)","Fiction , Fantasy , Epic"
Witch Week (Chrestomanci Quartet),"Young Adult Fiction , Fantasy , General"
The Eyre Affair: A Thursday Next Novel,"Fiction , Fantasy , Contemporary"
Dragonslayer's Return (The Spearwielder's Tale),"Fiction , Fantasy , Contemporary"
The Bride of Stone: A Novel,"Fiction , Fantasy , General"
Exile's Song: A Novel of Darkover,"Fiction , Fantasy , Epic"
The Scions of Shannara (The Heritage of Shannara #1),"Fiction , Fantasy , Epic"
Edge of Eternity,"Fiction , Christian , Fantasy"
Blood and Iron: A Novel of the Promethean Age,"Fiction , Fantasy , Epic"
"Wraith (Zoe Martinique, Book 1)","Fiction , Fantasy , General"
A Connecticut Yankee in King Arthur's Court (Norton Critical Editions),"Fiction , Fantasy , Historical"
Silver's Edge (Through the Shadowlands),"Fiction , Romance , Fantasy"
Lost: A Novel,"Fiction , Fantasy , General"
Eragon (Inheritance),"Young Adult Fiction , Fantasy , General"
Wind Rider's Oath (War God (Weber)),"Fiction , Fantasy , General"
"Ariadne's Web (Book of the Gods, Volume 2)","Fiction , Fantasy , General"
The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,"Fiction , Fantasy , General"
"Man Betrayed, A (Book of Words)","Fiction , Fantasy , Epic"
"Etruscans (Beloved of the Gods, #1)","Fiction , Fantasy , Historical"
The Merchant of Death (1) (Pendragon),"Young Adult Fiction , Fantasy , General"
"Chosen (House of Night, Book 3)","Young Adult Fiction , Fantasy , General"
Dinotopia Lost: A Bold New Adventure in a Hidden Land of Humans and Dinosaurs,"Fiction , Fantasy , General"
"Wicked Lovely (Wicked Lovely, 1)","Young Adult Fiction , Fantasy , General"
"Over Sea, Under Stone (The Dark Is Rising Sequence)","Young Adult Fiction , Fantasy , General"
The Bastard Prince (Heirs of Saint Camber),"Fiction , Fantasy , General"
The Western Wizard (Renshai Trilogy),"Fiction , Fantasy , General"
An Unkindness of Ravens,"Fiction , Fantasy , General"
"The Lair of Bones (The Runelords, Book 4)","Fiction , Fantasy , Epic"
The Man In The Tree,"Fiction , Fantasy , General"
Winkie,"Fiction , Fantasy , Contemporary"
The Druid of Shannara (The Heritage of Shannara),"Fiction , Fantasy , Epic"
"The Elf Queen of Shannara (Heritage of Shannara, Book 3)","Fiction , Fantasy , Epic"
Tales from King Arthur (Wordsworth Children's Classics),"Fiction , Fantasy , General"
Dead Is a State of Mind,"Young Adult Fiction , Fantasy , General"
Jessica's Guide to Dating on the Dark Side,"Young Adult Fiction , Fantasy , General"
Mossflower (Prequel to Redwall),"Young Adult Fiction , Fantasy , General"
"Jacob (The Nightwalkers, Book 1)","Fiction , Romance , Fantasy"
"Dead Until Dark (Sookie Stackhouse/True Blood, Book 1)","Fiction , Fantasy , Epic"
The Runes of the Earth (Last Chronicles of Thomas Covenant),"Fiction , Fantasy , General"
Amazing Fantasy Omnibus,"Comics & Graphic Novels , Fantasy"
His Dark Materials Omnibus (The Golden Compass / The Subtle Knife / The Amber Spyglass),"Young Adult Fiction , Fantasy , General"
An Armory of Swords,"Fiction , Fantasy , General"
Hope Was Here (2001 Newbery Honor Book),"Young Adult Fiction , Fantasy , General"
Magic's Price,"Fiction , Fantasy , General"
"All Night Inn (Hollywood After Dark, Book 1)","Fiction , Romance , Fantasy"
Nightseer,"Fiction , Fantasy , General"
"Sleeping with the Fishes (Fred the Mermaid, Book 1)","Fiction , Romance , Fantasy"
Dead to the World (Sookie Stackhouse/True Blood),"Fiction , Fantasy , General"
The Year's Best Fantasy & Horror: Eighth Annual Collection,"Fiction , Fantasy , General"
Once upon a Winter's Night,"Fiction , Fantasy , General"
Dragonseye (Dragonriders of Pern Series),"Fiction , Fantasy , General"
"Living Dead in Dallas (Sookie Stackhouse/True Blood, Book 2)","Fiction , Fantasy , Contemporary"
Source of Magic (Xanth),"Fiction , Fantasy , General"
"The Pillars of Creation: Sword of Truth (Sword of Truth, 7)","Fiction , Fantasy , Epic"
"Armageddon's Children (The Genesis of Shannara, Book 1)","Fiction , Fantasy , Epic"
The Last Apprentice (Revenge of the Witch),"Young Adult Fiction , Fantasy , Dark Fantasy"
Kaimira: The Sky Village: Book One (Kaimira (Hardcover)),"Young Adult Fiction , Fantasy , General"
Blue Moon (Anita Blake Vampire Hunter),"Fiction , Fantasy , Contemporary"
